Judet;Localitate;Unit_adm;Prod_sfecla_t;Prod_oua_miibuc
MEHEDINTI;PRUNISOR;comuna;0;939
MEHEDINTI;PUNGHINA;comuna;0;4494
MEHEDINTI;ROGOVA;comuna;0;675
MEHEDINTI;SALCIA;comuna;160;1877
MEHEDINTI;STANGACEAUA;comuna;0;460
MEHEDINTI;SVINITA;comuna;0;170
MEHEDINTI;SISESTI;comuna;0;1061
MEHEDINTI;SOVARNA;comuna;0;425
MEHEDINTI;TAMNA;comuna;0;1671
MEHEDINTI;VANATORI;comuna;0;1050
MEHEDINTI;VANJULET;comuna;260;2264
MEHEDINTI;VLADAIA;comuna;0;3179
MEHEDINTI;VOLOIAC;comuna;0;533
MURES;TARGU MURES;municipiu;1863;1168
MURES;CRISTESTI;comuna;1063;1288
MURES;SANCRAIU DE MURES;comuna;1972;2600
MURES;SANGEORGIU DE MURES;comuna;2849;885
MURES;SANTANA DE MURES;comuna;3100;1575
MURES;SIGHISOARA;municipiu;304;910
MURES;ALBESTI;comuna;816;1250
MURES;LUDUS;oras;4793;3116
MURES;REGHIN;municipiu;1327;734
MURES;SOVATA;oras;0;1840
MURES;TARNAVENI;oras;660;3622
MURES;ACATARI;comuna;520;2910
MURES;ADAMUS;comuna;1594;10000
MURES;ALUNIS;comuna;0;728
MURES;APOLD;comuna;278;1000
MURES;ATINTIS;comuna;2200;800
MURES;BAHNEA;comuna;936;1250
MURES;BAND;comuna;5376;4003
MURES;BATOS;comuna;595;912
MURES;BAGACIU;comuna;566;530
MURES;BALA;comuna;325;383
MURES;BALAUSERI;comuna;697;4842
MURES;BEICA DE JOS;comuna;120;840
MURES;BICHIS;comuna;215;672
MURES;BOGATA;comuna;650;1250
MURES;BREAZA;comuna;730;891
MURES;BRANCOVENESTI;comuna;0;962
MURES;CEUASU DE CAMPIE;comuna;1040;2160
MURES;CHETANI;comuna;5589;1103
MURES;CHIHERU DE JOS;comuna;80;375
MURES;COROISANMARTIN;comuna;141;220
MURES;COZMA;comuna;578;383
MURES;CRACIUNESTI;comuna;380;1250
MURES;CRAIESTI;comuna;792;918
MURES;CUCERDEA;comuna;1183;3037
MURES;CUCI;comuna;1906;693
MURES;DANES;comuna;239;747
MURES;DEDA;comuna;0;1036
MURES;EREMITU;comuna;0;550
MURES;ERNEI;comuna;1271;1010
MURES;FARAGAU;comuna;523;414
MURES;FANTANELE;comuna;513;1500
MURES;GALESTI;comuna;1210;880
MURES;GANESTI;comuna;2152;2231
MURES;GHEORGHE DOJA;comuna;150;697
MURES;GHINDARI;comuna;0;1805
MURES;GLODENI;comuna;910;1380
MURES;GORNESTI;comuna;1839;1820
MURES;GREBENISU DE CAMPIE;comuna;915;828
MURES;GURGHIU;comuna;315;874
MURES;HODAC;comuna;0;441
MURES;HODOSA;comuna;312;975
MURES;IBANESTI;comuna;0;420
MURES;ICLANZEL;comuna;1250;1200
MURES;IDECIU DE JOS;comuna;116;902
MURES;IERNUT;oras;8305;3300
MURES;LIVEZENI;comuna;441;786
MURES;LUNCA;comuna;1550;1342
MURES;LUNCA BRADULUI;comuna;0;303
MURES;MAGHERANI;comuna;235;630
MURES;MICA;comuna;1001;1900
MURES;MIERCUREA NIRAJULUI;comuna;690;720
MURES;MIHESU DE CAMPIE;comuna;6638;1300
MURES;NADES;comuna;84;522
MURES;NEAUA;comuna;52;1200
MURES;OGRA;comuna;179;1430
MURES;PAPIU ILARIAN;comuna;560;935
MURES;PANET;comuna;1542;1209
MURES;PASARENI;comuna;1203;495
MURES;PETELEA;comuna;262;207
MURES;POGACEAUA;comuna;2351;1100
MURES;RASTOLITA;comuna;0;149
MURES;RICIU;comuna;2417;1898
MURES;RUSII-MUNTI;comuna;0;516
MURES;SASCHIZ;comuna;304;451
MURES;SARMASU;comuna;5404;1400
MURES;SANGEORGIU DE PADURE;comuna;220;1070
MURES;SANGER;comuna;3487;2100
MURES;SANPAUL;comuna;2795;850
MURES;SANPETRU DE CAMPIE;comuna;3747;1478
MURES;SOLOVASTRU;comuna;120;442
MURES;STANCENI;comuna;0;194
MURES;SUPLAC;comuna;492;972
MURES;SUSENI;comuna;208;95
MURES;SAULIA;comuna;3600;1008
MURES;SINCAI;comuna;660;1096
MURES;TAURENI;comuna;405;330
MURES;UNGHENI;comuna;2196;2158
MURES;VALEA LARGA;comuna;1950;7400
MURES;VARGATA;comuna;170;1064
MURES;VATAVA;comuna;0;693
MURES;VETCA;comuna;0;436
MURES;VIISOARA;comuna;145;607
MURES;VANATORI;comuna;474;788
MURES;VOIVODENI;comuna;553;1094
MURES;ZAGAR;comuna;0;460
MURES;ZAU DE CAMPIE;comuna;3422;3300
NEAMT;PIATRA NEAMT;municipiu;1081;1840
NEAMT;DUMBRAVA ROSIE;comuna;1204;948
NEAMT;SAVINESTI;comuna;270;2040
NEAMT;ROMAN;municipiu;1746;1040
NEAMT;CORDUN;comuna;5075;1260
NEAMT;HORIA;comuna;1580;2400
NEAMT;BICAZ;oras;0;640
NEAMT;TARGU NEAMT;oras;0;923
NEAMT;AGAPIA;comuna;60;1406
NEAMT;BAHNA;comuna;1100;2160
NEAMT;BALTATESTI;comuna;0;3767
NEAMT;BICAZ-CHEI;comuna;0;478
NEAMT;BICAZU ARDELEAN;comuna;0;260
NEAMT;BIRA;comuna;1500;896
NEAMT;BARGAUANI;comuna;4688;960
NEAMT;BODESTI;comuna;1300;1575
NEAMT;BORCA;comuna;0;620
NEAMT;BORLESTI;comuna;0;1785
NEAMT;BOTESTI;comuna;2100;2200
NEAMT;BOZIENI;comuna;1479;1295
NEAMT;BRUSTURI-DRAGANESTI;comuna;1926;1440
NEAMT;CEAHLAU;comuna;0;141
NEAMT;CANDESTI;comuna;60;214
NEAMT;COSTISA;comuna;1295;976
NEAMT;CRACAOANI;comuna;0;931
NEAMT;DAMUC;comuna;0;282
NEAMT;DOBRENI;comuna;200;994
NEAMT;DOLJESTI;comuna;3000;974
NEAMT;DRAGOMIRESTI;comuna;1860;249
NEAMT;DULCESTI;comuna;3787;738
NEAMT;FARCASA;comuna;0;887
NEAMT;FAUREI;comuna;1067;1520
NEAMT;GHERAESTI;comuna;1950;1242
NEAMT;GIROV;comuna;5598;2924
NEAMT;GARCINA;comuna;45;600
NEAMT;GRINTIES;comuna;0;400
NEAMT;GRUMAZESTI;comuna;0;2100
NEAMT;HANGU;comuna;0;480
NEAMT;ICUSESTI;comuna;1850;1220
NEAMT;ION CREANGA;comuna;2911;1814
NEAMT;MARGINENI;comuna;2005;987
NEAMT;MOLDOVENI;comuna;2542;1251
NEAMT;ONICENI;comuna;905;1129
NEAMT;PASTRAVENI;comuna;1425;1520
NEAMT;PETRICANI;comuna;1500;1060
NEAMT;PIATRA SOIMULUI;comuna;0;1248
NEAMT;PIPIRIG;comuna;0;1379
NEAMT;PANGARATI;comuna;0;1118
NEAMT;PODOLENI;comuna;3272;1092
NEAMT;POIENARI;comuna;1953;702
NEAMT;POIANA TEIULUI;comuna;0;1050
NEAMT;RAUCESTI;comuna;1077;2843
NEAMT;RAZBOIENI;comuna;1800;498
NEAMT;REDIU;comuna;322;1044
NEAMT;ROMANI;comuna;850;884
NEAMT;ROZNOV;comuna;1665;1080
NEAMT;SAGNA;comuna;1870;5130
NEAMT;SABAOANI;comuna;1421;1197
NEAMT;SECUIENI;comuna;3061;1199
NEAMT;STANITA;comuna;450;750
NEAMT;STEFAN CEL MARE;comuna;2302;529
NEAMT;TARCAU;comuna;0;640
NEAMT;TASCA;comuna;0;296
NEAMT;TAZLAU;comuna;0;1272
NEAMT;TAMASENI;comuna;1870;1300
NEAMT;TIMISESTI;comuna;1472;868
NEAMT;TRIFESTI;comuna;3365;1677
NEAMT;TUPILATI;comuna;2600;1126
NEAMT;TIBUCANI;comuna;2550;1600
NEAMT;URECHENI;comuna;1200;920
NEAMT;VALEA URSULUI;comuna;150;909
NEAMT;VIISOARA;comuna;0;1371
NEAMT;VANATORI-NEAMT;comuna;0;893
NEAMT;ZANESTI;comuna;1075;935
OLT;SLATINA;municipiu;0;744
OLT;SLATIOARA;comuna;20;990
OLT;BALS;oras;0;1248
OLT;CARACAL;municipiu;0;2600
OLT;DRAGHICENI;comuna;651;1600
OLT;CORABIA;oras;2909;2972
OLT;GARCOV;comuna;50;500
OLT;DRAGANESTI-OLT;oras;0;9700
OLT;BABICIU;comuna;1008;214
OLT;BALDOVINESTI;comuna;0;450
OLT;BARASTI;comuna;0;1894
OLT;BARZA;comuna;0;600
OLT;BOBICESTI;comuna;15;1140
OLT;BRASTAVATU;comuna;240;1142
OLT;BREBENI;comuna;0;660
OLT;BRANCOVENI;comuna;0;402
OLT;BUCINISU;comuna;241;1404
OLT;CEZIENI;comuna;825;1365
OLT;CILIENI;comuna;155;2413
OLT;CARLOGANI;comuna;0;2025
OLT;COLONESTI;comuna;0;600
OLT;CORBU;comuna;0;1710
OLT;COTEANA;comuna;0;1200
OLT;CRAMPOIA;comuna;240;3121
OLT;CURTISOARA;comuna;0;1864
OLT;CUNGREA;comuna;0;1680
OLT;DANEASA;comuna;30;750
OLT;DEVESELU;comuna;1353;377
OLT;DOBRETU;comuna;0;580
OLT;DOBROSLOVENI;comuna;859;1314
OLT;DOBROTEASA;comuna;0;1020
OLT;DOBRUN;comuna;0;1210
OLT;FAGETELU;comuna;0;612
OLT;FALCOIU;comuna;60;1080
OLT;FARCASELE;comuna;0;1125
OLT;GANEASA;comuna;170;1150
OLT;GIUVARASTI;comuna;80;640
OLT;GOSTAVATU;comuna;3295;520
OLT;GRADINARI;comuna;0;80
OLT;GROJDIBODU;comuna;355;2160
OLT;IANCA;comuna;750;568
OLT;IANCU JIANU;comuna;0;2330
OLT;ICOANA;comuna;0;904
OLT;IZBICENI;comuna;0;800
OLT;IZVOARELE;comuna;0;2805
OLT;LELEASCA;comuna;0;1620
OLT;MARUNTEI;comuna;0;520
OLT;MIHAESTI;comuna;0;2200
OLT;MILCOV;comuna;0;1860
OLT;MORUNGLAV;comuna;0;3696
OLT;MOVILENI;comuna;0;2500
OLT;NICOLAE TITULESCU;comuna;0;4500
OLT;OBARSIA;comuna;551;720
OLT;OBOGA;comuna;0;1710
OLT;OPORELU;comuna;0;1000
OLT;OPTASI-MAGURA;comuna;0;840
OLT;ORLEA;comuna;100;900
OLT;OSICA DE SUS;comuna;0;1377
OLT;PERIETI;comuna;0;1261
OLT;PIATRA-OLT;oras;295;1662
OLT;PARSCOVENI;comuna;0;3600
OLT;PLESOIU;comuna;0;12970
OLT;POBORU;comuna;0;720
OLT;POTCOAVA;comuna;0;1440
OLT;PRISEACA;comuna;0;820
OLT;RADOMIRESTI;comuna;96;1500
OLT;REDEA;comuna;4000;2620
OLT;ROTUNDA;comuna;90;1012
OLT;RUSANESTI;comuna;147;2250
OLT;SCARISOARA;comuna;481;675
OLT;SCHITU;comuna;0;1080
OLT;SCORNICESTI;oras;0;7500
OLT;SEACA;comuna;0;2046
OLT;SAMBURESTI;comuna;0;650
OLT;SPINENI;comuna;0;1035
OLT;SPRANCENATA;comuna;717;1615
OLT;STOENESTI;comuna;342;780
OLT;STOICANESTI;comuna;0;1100
OLT;STREJESTI;comuna;503;1769
OLT;STUDINA;comuna;2725;1111
OLT;SERBANESTI;comuna;310;1797
OLT;STEFAN CEL MARE;comuna;0;1365
OLT;TATULESTI;comuna;0;1314
OLT;TESLUI;comuna;0;1020
OLT;TIA MARE;comuna;225;550
OLT;TOPANA;comuna;0;1000
OLT;TRAIAN;comuna;125;720
OLT;TUFENI;comuna;0;1000
OLT;URZICA;comuna;36;442
OLT;VALEA MARE;comuna;0;1740
OLT;VADASTRA;comuna;360;2550
OLT;VADASTRITA;comuna;90;594
OLT;VALENI;comuna;108;1572
OLT;VERGULEASA;comuna;0;480
OLT;VISINA;comuna;144;672
OLT;VITOMIRESTI;comuna;0;1680
OLT;VALCELE;comuna;0;1824
OLT;VLADILA;comuna;0;4270
OLT;VOINEASA;comuna;0;800
OLT;VULPENI;comuna;0;1156
OLT;VULTURESTI;comuna;0;1442
PRAHOVA;PLOIESTI;municipiu;0;14798
PRAHOVA;BARCANESTI;comuna;0;1404
PRAHOVA;BERCENI;comuna;1500;945
PRAHOVA;BLEJOI;comuna;0;1215
PRAHOVA;BRAZI;comuna;0;1200
PRAHOVA;BUCOV;comuna;0;1200
PRAHOVA;PAULESTI;comuna;0;3688
PRAHOVA;TARGSORU VECHI;comuna;0;630
PRAHOVA;AZUGA;oras;0;450
PRAHOVA;BAICOI;oras;0;960
PRAHOVA;BOLDESTI-SCAENI;oras;0;1093
PRAHOVA;BREAZA;oras;0;1292
PRAHOVA;BUSTENI;oras;0;859
PRAHOVA;CAMPINA;municipiu;0;648
PRAHOVA;POIANA CAMPINA;comuna;0;1195
PRAHOVA;COMARNIC;oras;0;875
PRAHOVA;MIZIL;oras;77;1524
PRAHOVA;PLOPENI;oras;0;109
PRAHOVA;DUMBRAVESTI;comuna;0;832
PRAHOVA;SINAIA;oras;0;660
PRAHOVA;SLANIC;oras;0;1530
PRAHOVA;URLATI;oras;0;1260
PRAHOVA;VALENII DE MUNTE;oras;0;1275
PRAHOVA;GURA VITIOAREI;comuna;0;890
PRAHOVA;ADUNATI;comuna;0;180
PRAHOVA;ALBESTI-PALEOLOGU;comuna;120;1200
PRAHOVA;ALUNIS;comuna;0;325
PRAHOVA;APOSTOLACHE;comuna;0;185
PRAHOVA;ARICESTII RAHTIVANI;comuna;0;1384
PRAHOVA;ARICESTII ZELETIN;comuna;0;297
PRAHOVA;BABA ANA;comuna;3150;1691
PRAHOVA;BALTA DOAMNEI;comuna;0;489
PRAHOVA;BALTESTI;comuna;0;480
PRAHOVA;BANESTI;comuna;0;1080
PRAHOVA;BERTEA;comuna;0;816
PRAHOVA;BOLDESTI-GRADISTEA;comuna;512;1160
PRAHOVA;BREBU;comuna;0;699
PRAHOVA;CALUGARENI;comuna;0;388
PRAHOVA;CARBUNESTI;comuna;0;600
PRAHOVA;CEPTURA;comuna;0;1689
PRAHOVA;CERASU;comuna;0;994
PRAHOVA;CHIOJDEANCA;comuna;0;780
PRAHOVA;CIORANI;comuna;3592;2919
PRAHOVA;COCORASTII MISLII;comuna;0;954
PRAHOVA;COLCEAG;comuna;53;1830
PRAHOVA;CORNU;comuna;0;652
PRAHOVA;COSMINELE;comuna;0;440
PRAHOVA;DRAJNA;comuna;0;280
PRAHOVA;DRAGANESTI;comuna;8417;2625
PRAHOVA;DUMBRAVA;comuna;2779;1685
PRAHOVA;FILIPESTII DE PADURE;comuna;0;1600
PRAHOVA;FILIPESTII DE TARG;comuna;0;1226
PRAHOVA;FANTANELE;comuna;0;958
PRAHOVA;FLORESTI;comuna;0;575
PRAHOVA;FULGA;comuna;260;399
PRAHOVA;GHERGHITA;comuna;1969;1274
PRAHOVA;GORGOTA;comuna;303;1018
PRAHOVA;GORNET;comuna;0;960
PRAHOVA;GORNET-CRICOV;comuna;0;293
PRAHOVA;GURA VADULUI;comuna;0;760
PRAHOVA;IORDACHEANU;comuna;0;1000
PRAHOVA;IZVOARELE;comuna;0;1643
PRAHOVA;JUGURENI;comuna;0;520
PRAHOVA;LAPOS;comuna;0;127
PRAHOVA;LIPANESTI;comuna;0;1196
PRAHOVA;MAGURELE;comuna;0;1600
PRAHOVA;MAGURENI;comuna;0;1375
PRAHOVA;MANECIU;comuna;0;2170
PRAHOVA;MANESTI;comuna;140;2700
PRAHOVA;PACURETI;comuna;0;780
PRAHOVA;PLOPU;comuna;0;645
PRAHOVA;PODENII NOI;comuna;0;690
PRAHOVA;POIENARII BURCHII;comuna;516;944
PRAHOVA;POSESTI;comuna;0;3040
PRAHOVA;PREDEAL-SARARI;comuna;0;438
PRAHOVA;PROVITA DE JOS;comuna;0;568
PRAHOVA;PROVITA DE SUS;comuna;0;457
PRAHOVA;PUCHENII MARI;comuna;2964;1112
PRAHOVA;RAFOV;comuna;0;1288
PRAHOVA;SALCIA;comuna;0;134
PRAHOVA;SALCIILE;comuna;521;1050
PRAHOVA;SCORTENI;comuna;0;1040
PRAHOVA;SECARIA;comuna;0;700
PRAHOVA;SANGERU;comuna;0;723
PRAHOVA;STARCHIOJD;comuna;0;1400
PRAHOVA;SURANI;comuna;0;890
PRAHOVA;SIRNA;comuna;70;880
PRAHOVA;SOIMARI;comuna;0;1298
PRAHOVA;SOTRILE;comuna;0;450
PRAHOVA;STEFESTI;comuna;0;390
PRAHOVA;TALEA;comuna;0;414
PRAHOVA;TATARU;comuna;0;374
PRAHOVA;TEISANI;comuna;0;1800
PRAHOVA;TELEGA;comuna;0;978
PRAHOVA;TINOSU;comuna;150;550
PRAHOVA;TOMSANI;comuna;450;720
PRAHOVA;VALEA CALUGAREASCA;comuna;360;1920
PRAHOVA;VALEA DOFTANEI;comuna;0;650
PRAHOVA;VARBILAU;comuna;0;838
PRAHOVA;VALCANESTI;comuna;0;688
SATU MARE;SATU MARE;municipiu;19654;7905
SATU MARE;CAREI;municipiu;14793;1280
SATU MARE;CAPLENI;comuna;7238;1512
SATU MARE;NEGRESTI-OAS;oras;0;1200
SATU MARE;TASNAD;oras;8403;975
SATU MARE;ACIS;comuna;1500;998
SATU MARE;ANDRID;comuna;4785;2808
SATU MARE;APA;comuna;960;1350
SATU MARE;ARDUD;comuna;210;3200
SATU MARE;BATARCI;comuna;0;360
SATU MARE;BELTIUG;comuna;1651;1200
SATU MARE;BERVENI;comuna;7300;750
SATU MARE;BIXAD;comuna;0;986
SATU MARE;BARSAU;comuna;0;1100
SATU MARE;BOGDAND;comuna;100;992
SATU MARE;BOTIZ;comuna;2000;1560
SATU MARE;CALINESTI-OAS;comuna;0;1068
SATU MARE;CAMARZANA;comuna;0;330
SATU MARE;CAUAS;comuna;1670;1350
SATU MARE;CEHAL;comuna;565;210
SATU MARE;CERTEZE;comuna;0;356
SATU MARE;CRAIDOROLT;comuna;3200;1278
SATU MARE;CRUCISOR;comuna;0;500
SATU MARE;CULCIU;comuna;1785;2880
SATU MARE;DOBA;comuna;1012;750
SATU MARE;DOROLT;comuna;2730;921
SATU MARE;FOIENI;comuna;6960;1044
SATU MARE;GHERTA MICA;comuna;0;336
SATU MARE;HALMEU;comuna;2355;960
SATU MARE;HODOD;comuna;150;840
SATU MARE;HOMOROADE;comuna;0;1050
SATU MARE;LAZURI;comuna;756;1168
SATU MARE;LIVADA;comuna;915;1065
SATU MARE;MEDIESU AURIT;comuna;1276;2000
SATU MARE;MICULA;comuna;450;2700
SATU MARE;MOFTIN;comuna;5323;1350
SATU MARE;ODOREU;comuna;1000;600
SATU MARE;ORASU NOU;comuna;0;2610
SATU MARE;PAULESTI;comuna;1630;2594
SATU MARE;PETRESTI;comuna;4210;1061
SATU MARE;PIR;comuna;900;891
SATU MARE;PISCOLT;comuna;3865;720
SATU MARE;POMI;comuna;0;975
SATU MARE;SANISLAU;comuna;11013;1654
SATU MARE;SANTAU;comuna;14622;756
SATU MARE;SACASENI;comuna;6500;408
SATU MARE;SAUCA;comuna;5593;797
SATU MARE;SOCOND;comuna;100;780
SATU MARE;SUPUR;comuna;315;1100
SATU MARE;TARNA MARE;comuna;0;722
SATU MARE;TEREBESTI;comuna;2196;405
SATU MARE;TIREAM;comuna;6507;1566
SATU MARE;TARSOLT;comuna;0;207
SATU MARE;TURT;comuna;0;1120
SATU MARE;TURULUNG;comuna;1000;1800
SATU MARE;URZICENI;comuna;2205;348
SATU MARE;VALEA VINULUI;comuna;0;1273
SATU MARE;VAMA;comuna;0;550
SATU MARE;VETIS;comuna;1450;752
SATU MARE;VIILE SATU MARE;comuna;25;1690
SALAJ;ZALAU;municipiu;408;1440
SALAJ;CEHU SILVANIEI;oras;600;1708
SALAJ;JIBOU;oras;372;1061
SALAJ;SIMLEU SILVANIEI;oras;250;616
SALAJ;AGRIJ;comuna;0;458
SALAJ;ALMASU;comuna;345;1093
SALAJ;BABENI;comuna;25;1000
SALAJ;BALAN;comuna;50;1350
SALAJ;BANISOR;comuna;0;1434
SALAJ;BENESAT;comuna;225;995
SALAJ;BOBOTA;comuna;1300;782
SALAJ;BOCSA;comuna;720;852
SALAJ;BUCIUMI;comuna;10;762
SALAJ;CAMAR;comuna;88;431
SALAJ;CARASTELEC;comuna;300;158
SALAJ;CHIESD;comuna;90;303
SALAJ;CIZER;comuna;0;1035
SALAJ;COSEIU;comuna;26;1203
SALAJ;CRASNA;comuna;800;1375
SALAJ;CREACA;comuna;80;1320
SALAJ;CRISTOLT;comuna;70;446
SALAJ;CRISENI;comuna;400;643
SALAJ;CUZAPLAC;comuna;265;1030
SALAJ;DOBRIN;comuna;500;1360
SALAJ;DRAGU;comuna;100;1026
SALAJ;FILDU DE JOS;comuna;12;438
SALAJ;GALGAU;comuna;60;856
SALAJ;GARBOU;comuna;10;498
SALAJ;HALMASD;comuna;240;1207
SALAJ;HERECLEAN;comuna;1020;1200
SALAJ;HIDA;comuna;108;1140
SALAJ;HOROATU CRASNEI;comuna;195;1981
SALAJ;ILEANDA;comuna;0;1342
SALAJ;IP;comuna;1405;1320
SALAJ;LETCA;comuna;15;1140
SALAJ;LOZNA;comuna;30;1146
SALAJ;MARCA;comuna;430;1725
SALAJ;MAERISTE;comuna;950;1203
SALAJ;MESESENII DE JOS;comuna;497;1471
SALAJ;MIRSID;comuna;180;892
SALAJ;NAPRADEA;comuna;132;712
SALAJ;NUSFALAU;comuna;1200;2236
SALAJ;PERICEI;comuna;100;481
SALAJ;PLOPIS;comuna;24;698
SALAJ;POIANA BLENCHII;comuna;5;344
SALAJ;ROMANASI;comuna;50;800
SALAJ;RUS;comuna;133;1795
SALAJ;SALATIG;comuna;600;1200
SALAJ;SAG;comuna;0;778
SALAJ;SANMIHAIU ALMASULUI;comuna;80;620
SALAJ;SOMES-ODORHEI;comuna;1125;1568
SALAJ;SURDUC;comuna;50;1141
SALAJ;SAMSUD;comuna;300;1008
SALAJ;SARMASAG;comuna;1120;3616
SALAJ;VALCAU DE JOS;comuna;125;1367
SALAJ;VARSOLT;comuna;318;465
SALAJ;ZALHA;comuna;0;397
SALAJ;ZIMBOR;comuna;84;559
SIBIU;SIBIU;municipiu;660;53851
SIBIU;CRISTIAN;comuna;0;1200
SIBIU;POPLACA;comuna;0;293
SIBIU;RASINARI;comuna;0;657
SIBIU;SELIMBAR;comuna;225;900
SIBIU;MEDIAS;municipiu;905;3095
SIBIU;TARNAVA;comuna;0;1323
SIBIU;AGNITA;oras;370;910
SIBIU;CISNADIE;oras;0;743
SIBIU;COPSA MICA;oras;48;135
SIBIU;DUMBRAVENI;oras;19;4400
SIBIU;OCNA SIBIULUI;oras;1100;1126
SIBIU;ALTINA;comuna;270;444
SIBIU;APOLDU DE JOS;comuna;645;3910
SIBIU;ARPASU DE JOS;comuna;0;882
SIBIU;ATEL;comuna;360;2973
SIBIU;AVRIG;oras;503;984
SIBIU;AXENTE SEVER;comuna;20;1728
SIBIU;BAZNA;comuna;50;1860
SIBIU;BIERTAN;comuna;30;801
SIBIU;BIRGHIS;comuna;480;692
SIBIU;BLAJEL;comuna;0;810
SIBIU;BRATEIU;comuna;541;806
SIBIU;BRADENI;comuna;170;1148
SIBIU;BRUIU;comuna;40;215
SIBIU;CHIRPAR;comuna;75;978
SIBIU;CARTA;comuna;0;480
SIBIU;CARTISOARA;comuna;0;520
SIBIU;DARLOS;comuna;185;1279
SIBIU;GURA RAULUI;comuna;0;1136
SIBIU;HOGHILAG;comuna;30;945
SIBIU;IACOBENI;comuna;260;306
SIBIU;JINA;comuna;0;495
SIBIU;LASLEA;comuna;180;976
SIBIU;LOAMNES;comuna;1760;1350
SIBIU;LUDOS;comuna;180;312
SIBIU;MARPOD;comuna;72;342
SIBIU;MIERCUREA SIBIULUI;comuna;942;828
SIBIU;MERGHINDEAL;comuna;56;609
SIBIU;MICASASA;comuna;160;2923
SIBIU;MIHAILENI;comuna;180;599
SIBIU;MOSNA;comuna;615;2598
SIBIU;NOCRICH;comuna;480;627
SIBIU;ORLAT;comuna;0;385
SIBIU;PAUCA;comuna;2083;1683
SIBIU;POIANA SIBIULUI;comuna;0;448
SIBIU;PORUMBACU DE JOS;comuna;0;1055
SIBIU;RACOVITA;comuna;0;688
SIBIU;RAU SADULUI;comuna;0;384
SIBIU;ROSIA;comuna;620;1873
SIBIU;SADU;comuna;0;704
SIBIU;SALISTE;comuna;0;2043
SIBIU;SLIMNIC;comuna;450;1455
SIBIU;SEICA MARE;comuna;240;1200
SIBIU;SEICA MICA;comuna;70;512
SIBIU;SURA MARE;comuna;202;1836
SIBIU;SURA MICA;comuna;0;720
SIBIU;TALMACIU;oras;0;984
SIBIU;TILISCA;comuna;0;231
SIBIU;TURNU ROSU;comuna;0;487
SIBIU;VALEA VIILOR;comuna;17;624
SIBIU;VURPAR;comuna;250;805
SUCEAVA;SUCEAVA;municipiu;1789;22225
SUCEAVA;IPOTESTI;comuna;1000;675
SUCEAVA;MITOCU DRAGOMIRNEI;comuna;750;1109
SUCEAVA;SALCEA;comuna;4070;1443
SUCEAVA;SCHEIA;comuna;3100;1242
SUCEAVA;CAMPULUNG MOLDOVENESC;municipiu;0;1202
SUCEAVA;FALTICENI;municipiu;179;1524
SUCEAVA;GURA HUMORULUI;oras;0;979
SUCEAVA;RADAUTI;municipiu;834;1427
SUCEAVA;SIRET;oras;3773;800
SUCEAVA;SOLCA;oras;0;2000
SUCEAVA;VATRA DORNEI;oras;0;1104
SUCEAVA;ADANCATA;comuna;3520;1169
SUCEAVA;ARBORE;comuna;1450;3000
SUCEAVA;BAIA;comuna;225;1600
SUCEAVA;MILISAUTI;comuna;4600;2550
SUCEAVA;BALCAUTI;comuna;1844;495
SUCEAVA;BILCA;comuna;0;1022
SUCEAVA;BOGDANESTI;comuna;0;876
SUCEAVA;BOROAIA;comuna;500;1692
SUCEAVA;BOSANCI;comuna;5522;1980
SUCEAVA;BOTOSANA;comuna;1180;2225
SUCEAVA;BREAZA;comuna;0;260
SUCEAVA;BRODINA;comuna;0;328
SUCEAVA;BROSTENI;comuna;0;693
SUCEAVA;BUNESTI;comuna;1100;880
SUCEAVA;CACICA;comuna;0;1068
SUCEAVA;CALAFINDESTI;comuna;1700;1938
SUCEAVA;CAJVANA;comuna;1275;819
SUCEAVA;CIPRIAN PORUMBESCU;comuna;7530;2000
SUCEAVA;CARLIBABA;comuna;0;220
SUCEAVA;CORNU LUNCII;comuna;515;1601
SUCEAVA;CRUCEA;comuna;0;604
SUCEAVA;DARMANESTI;comuna;2440;1425
SUCEAVA;DOLHASCA;comuna;6802;2042
SUCEAVA;DOLHESTI;comuna;1600;1100
SUCEAVA;DORNA-ARINI;comuna;0;440
SUCEAVA;DORNESTI;comuna;2274;551
SUCEAVA;DRAGOIESTI;comuna;1860;1870
SUCEAVA;DRAGUSENI;comuna;1800;1400
SUCEAVA;DUMBRAVENI;comuna;8855;750
SUCEAVA;FANTANELE;comuna;5440;1120
SUCEAVA;FORASTI;comuna;1682;1851
SUCEAVA;FRASIN;comuna;0;1200
SUCEAVA;FRATAUTII NOI;comuna;2240;2050
SUCEAVA;FRATAUTII VECHI;comuna;225;1321
SUCEAVA;FRUMOSU;comuna;0;540
SUCEAVA;FUNDU MOLDOVEI;comuna;0;746
SUCEAVA;GALANESTI;comuna;0;1120
SUCEAVA;GRAMESTI;comuna;2430;1890
SUCEAVA;GRANICESTI;comuna;2850;1746
SUCEAVA;HORODNICENI;comuna;950;1890
SUCEAVA;HORODNIC;comuna;220;1794
SUCEAVA;IACOBENI;comuna;0;650
SUCEAVA;IZVOARELE SUCEVEI;comuna;0;392
SUCEAVA;LITENI;comuna;8062;4200
SUCEAVA;MARGINEA;comuna;0;2192
SUCEAVA;MALINI;comuna;0;924
SUCEAVA;MANASTIREA HUMORULUI;comuna;0;650
